Id,target,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
108926,0,0.0,69y,0,0.0,3720.0,4,0,0,0,0.0
29249,0,0.6775268729999999,56y,2,0.352455943,8000.0,7,0,1,0,2.0
62256,0,0.095916663,61y,0,0.474004639,10347.0,12,0,3,0,0.0
99966,0,0.089507288,26y,0,22.0,0.0,2,0,0,0,1.0
60059,0,0.130548303,42y,0,0.279524497,9000.0,6,0,2,0,4.0
115229,0,0.014028525,68y,0,0.054118902,3750.0,7,0,0,0,1.0
64104,0,0.286414471,52y,0,0.578883199,4100.0,13,0,1,0,3.0
107181,1,0.8176477940000001,34y,0,0.648018093,8400.0,11,0,1,0,3.0
20667,0,0.144482467,70y,0,107.0,,4,0,0,0,0.0
14091,0,0.0268993279999999,78y,0,589.0,,4,0,0,0,0.0
111092,0,0.0,39y,0,0.2439663489999999,7250.0,9,0,1,0,2.0
107275,0,0.896790495,53y,0,0.737937449,8600.0,15,0,2,0,1.0
91491,0,0.939421239,44y,0,0.536033036,7506.0,7,0,2,0,1.0
126833,0,0.090637306,57y,0,0.149296016,11647.0,4,0,1,0,0.0
140286,0,0.004841031,77y,0,0.0044977509999999,2000.0,8,0,0,0,0.0
18518,0,0.244581935,69y,0,0.233468785,2706.0,17,0,0,0,0.0
86495,0,0.081451584,45y,0,3753.0,,8,0,1,0,0.0
73985,1,0.328029965,52y,1,17.52481777,2880.0,14,0,1,0,0.0
97801,0,0.512509752,43y,1,0.10016,62499.0,12,0,3,0,4.0
9077,0,0.247153178,38y,1,0.845089436,2962.0,9,0,1,0,2.0
15970,0,0.054055396,38y,0,2446.0,,8,0,1,0,0.0
148673,0,0.019549023,73y,0,11.0,0.0,3,0,0,0,0.0
113640,0,0.045153475,52y,0,0.024821002,2094.0,6,0,0,0,1.0
30156,0,0.690549651,29y,0,0.175217048,3800.0,4,0,0,0,0.0
24810,0,0.394061767,68y,0,0.156807199,6000.0,8,0,0,0,0.0
7074,0,0.000481921,67y,0,0.5464515120000001,6382.0,10,0,2,0,0.0
127135,0,0.084025537,33y,0,0.047373567,11250.0,5,0,0,0,0.0
35789,0,0.0,42y,0,0.463494032,6450.0,19,0,2,0,2.0
51752,1,0.9999999,27y,0,0.0,2700.0,0,0,0,0,1.0
122537,0,0.312460069,64y,0,0.651052274,4418.0,12,0,1,0,0.0
80394,0,0.366174056,53y,0,0.571214393,2000.0,8,0,1,0,4.0
383,0,0.903231566,57y,0,0.13080895,5228.0,10,0,0,0,0.0
102079,1,0.235950701,32y,0,0.292376682,2229.0,9,0,0,0,0.0
26972,0,1.23180593,66y,0,1.603221704,2358.0,5,0,2,0,0.0
26528,0,0.081218376,55y,0,0.184956721,10050.0,8,0,1,0,2.0
20479,0,0.963407319,44y,2,4973.0,,8,0,3,2,0.0
112178,0,0.420047513,54y,0,0.7791736459999999,3581.0,12,0,3,0,1.0
39178,0,0.010141719,71y,0,0.122469383,4000.0,8,0,1,0,0.0
113962,0,0.407467953,34y,0,0.148295386,8300.0,12,0,0,0,0.0
17849,0,0.055195584,51y,0,20.0,,5,0,0,0,0.0
58175,1,0.5848277,52y,1,1959.0,,22,0,3,0,0.0
38569,0,0.000503339,34y,0,0.234215886,5400.0,11,0,1,1,2.0
63205,0,0.026709485,59y,0,0.143605371,10500.0,5,0,1,0,0.0
65990,0,0.9999999,88y,0,0.0,,3,0,0,0,
144403,0,0.023060751,49y,0,0.8708516590000001,2500.0,11,0,3,0,1.0
149535,0,0.011262763,65y,0,10.0,,9,0,0,0,0.0
99568,0,0.015789301,68y,0,0.135811257,19666.0,10,0,2,0,1.0
37241,0,0.176818598,40y,0,0.477132525,4700.0,7,0,3,0,3.0
115312,0,0.273465892,60y,0,0.45661483,4436.0,13,0,2,0,0.0
107307,0,0.9999999,28y,0,0.0929869119999999,5118.0,4,0,0,0,1.0
70846,1,0.9999999,60y,98,0.0,931.0,0,98,0,98,0.0
69150,0,0.017599847,62y,0,59.0,,15,0,0,0,0.0
61891,0,0.255487545,68y,0,0.0997951419999999,3416.0,7,0,0,0,0.0
86004,1,0.756715358,34y,1,1.050271351,3500.0,12,0,2,0,1.0
38669,0,0.593511227,61y,0,4714.0,,10,0,2,0,0.0
47353,0,0.002288652,33y,0,0.062211694,8020.0,4,0,0,0,0.0
137230,0,0.082280417,57y,0,0.1419599,12418.0,6,0,1,0,1.0
60652,0,0.0,34y,0,0.717094302,3000.0,5,0,1,0,2.0
70596,0,0.128367761,57y,0,0.071697022,10376.0,4,0,0,0,3.0
35054,0,0.9999999,58y,3,6.586551681,8000.0,15,1,1,1,0.0
17078,0,0.126499778,36y,0,0.451451644,5200.0,5,2,1,0,1.0
125396,0,0.13787767,51y,0,0.32163093,9000.0,6,0,2,0,1.0
129040,0,0.073886093,54y,1,2662.0,,24,1,5,1,3.0
93578,0,0.029431896,50y,0,0.3468027489999999,4800.0,12,0,0,0,0.0
21088,0,0.052421419,63y,0,4121.0,,5,0,1,0,0.0
112760,0,0.031185031,63y,0,0.067639101,8500.0,9,0,1,0,0.0
66384,0,0.015224092,80y,0,33.0,,8,0,0,0,
89572,0,0.015591475,80y,0,35.0,0.0,12,0,0,0,0.0
125463,0,0.856797082,66y,0,4531.0,,11,0,1,0,
7660,0,0.122840654,69y,0,1113.0,,11,0,1,0,0.0
50605,0,0.0351328189999999,27y,0,13.0,,2,0,0,0,0.0
21930,0,0.063622987,63y,0,0.36766109,15720.0,16,0,3,0,0.0
8804,0,0.023770885,81y,0,45.0,,4,0,0,0,0.0
72014,0,0.183285775,76y,0,0.49580084,3333.0,10,0,2,0,0.0
125738,0,0.78553633,56y,1,0.308998125,9601.0,19,0,3,0,2.0
59137,0,0.383538575,46y,1,1.114610674,8000.0,18,0,13,0,4.0
33492,0,0.153988737,46y,1,5439.0,,19,0,5,0,0.0
64926,0,0.17656484,80y,0,0.121128588,6166.0,19,0,1,0,1.0
29785,0,0.174926023,37y,0,2435.0,0.0,5,0,1,0,3.0
139368,0,0.018173093,69y,0,0.18648446,12000.0,15,0,3,0,1.0
56774,0,0.815133028,66y,1,0.541729135,2000.0,5,0,0,0,1.0
111387,0,0.775755449,41y,2,0.503012434,7800.0,11,0,2,0,0.0
52088,0,0.0,73y,0,0.521808434,6900.0,7,0,1,0,0.0
62117,0,0.9999999,61y,0,0.0,,0,0,0,0,0.0
83026,0,0.0516034509999999,60y,0,924.0,,17,0,0,0,0.0
28045,0,0.9999999,59y,0,0.0,,0,0,0,0,0.0
14252,0,0.0,80y,0,0.151953245,3250.0,7,0,1,0,0.0
95953,0,0.240561208,77y,0,0.340331934,5000.0,12,0,1,0,0.0
74168,0,0.64212361,49y,0,0.275494335,4500.0,8,0,0,1,0.0
63110,0,0.0001020379999999,63y,0,0.18038024,12833.0,7,0,1,0,3.0
137082,0,0.230073119,58y,2,0.901610413,4532.0,18,0,1,0,0.0
27771,0,0.286358141,61y,0,0.38278646,13500.0,8,0,2,0,0.0
140040,0,0.649223385,32y,2,0.283633248,3500.0,8,0,0,0,0.0
55568,0,0.072714259,35y,0,2329.0,,10,0,2,0,0.0
45569,0,0.009942573,45y,0,2238.0,,4,0,1,0,0.0
63241,0,0.502691432,41y,0,0.128703872,5500.0,4,0,0,0,2.0
114298,0,0.0,65y,0,1336.0,,5,0,1,0,0.0
62714,0,0.250707303,55y,1,0.748158379,2171.0,10,0,1,0,0.0
11950,0,0.216789161,55y,0,0.7045738570000001,4000.0,4,0,2,0,0.0
19486,0,0.98780244,44y,0,0.073237071,25000.0,4,0,1,0,0.0
120298,0,0.020932775,70y,0,1261.0,,8,0,1,0,0.0
110976,0,0.130494812,52y,0,0.349640846,5150.0,8,0,1,0,3.0
8583,0,0.174187158,52y,0,4790.0,,18,0,2,0,2.0
54561,0,0.991473096,33y,0,0.5168539329999999,1067.0,5,0,0,0,1.0
34470,0,0.0,41y,0,0.989526303,4200.0,8,0,2,0,2.0
19794,0,0.011499477,55y,0,0.001049948,6666.0,2,0,0,0,0.0
96046,1,0.9999999,35y,1,0.523316062,7333.0,4,2,2,1,3.0
97186,0,0.827454226,50y,0,0.183139186,8326.0,3,0,0,0,1.0
18714,0,0.0,42y,0,0.166178245,5800.0,6,0,0,0,0.0
58356,0,0.0,50y,0,0.566685531,5300.0,13,0,2,0,3.0
92650,0,0.030611961,51y,0,4654.0,,7,0,2,0,0.0
80370,0,0.029589648,66y,0,0.004415553,8152.0,4,0,0,0,0.0
96426,0,0.291596558,58y,0,0.680847674,6275.0,15,0,2,0,0.0
83857,0,0.111269615,23y,0,2.0,,1,0,0,0,0.0
66624,0,0.970014993,51y,2,1096.0,,11,1,1,4,0.0
118834,0,0.012692911,31y,0,0.256985388,7801.0,14,0,2,0,0.0
70249,0,0.291916804,46y,0,526.0,0.0,12,0,0,0,5.0
96546,0,0.074003631,89y,0,0.012293756,6181.0,7,0,0,0,1.0
35680,0,0.1182330009999999,57y,1,0.576462875,6100.0,14,0,2,0,1.0
111702,0,0.0,87y,0,0.0,2545.0,6,0,0,0,0.0
102055,0,0.1298014519999999,37y,0,0.29930728,7650.0,7,0,2,0,1.0
138986,0,0.0,45y,0,1879.0,,11,0,2,0,0.0
115800,1,1.3732534930000002,52y,1,0.2339832869999999,4666.0,3,2,1,0,0.0
124690,0,0.010792046,73y,0,0.0039005359999999,2050.0,6,0,0,0,0.0
138255,0,0.128587141,39y,0,0.2715877439999999,9333.0,7,0,2,0,2.0
16730,0,0.005958059,89y,0,0.03848076,2000.0,11,0,0,0,0.0
54143,0,0.269958468,44y,0,0.175830638,3400.0,6,0,0,0,2.0
9445,0,0.576439763,66y,0,0.2637067939999999,3355.0,9,0,1,0,0.0
94540,0,0.9999999,41y,0,0.0,7500.0,1,0,0,0,1.0
14723,0,0.141403416,38y,0,0.676476517,4960.0,3,0,1,0,1.0
78196,0,0.591252177,29y,1,0.304259043,3427.0,11,0,0,0,2.0
135951,1,0.132257698,26y,0,0.028309742,1200.0,3,0,0,0,0.0
118809,0,1.039584166,36y,1,0.144655704,3891.0,2,0,0,0,1.0
44368,0,0.009613866,54y,0,0.152894121,13250.0,10,0,1,0,4.0
71682,0,0.044903624,43y,0,0.5632268779999999,5416.0,12,0,2,0,1.0
11196,0,0.329190599,54y,1,0.401466341,4500.0,17,0,0,0,0.0
3652,1,0.99142402,40y,6,0.892328398,5200.0,9,0,2,1,0.0
31443,0,0.08179892,81y,1,0.624966225,3700.0,18,0,2,0,0.0
8260,0,0.0427054,62y,0,0.389984401,25000.0,26,0,6,0,0.0
149757,0,0.2584916419999999,76y,0,0.363506517,5600.0,14,0,1,0,0.0
139370,0,0.405298187,32y,0,0.4307845079999999,5034.0,5,0,2,0,1.0
114253,0,0.050529965,40y,0,0.003863038,5694.0,1,0,0,0,0.0
42599,0,0.0116803769999999,56y,0,0.51521884,4500.0,17,0,1,0,0.0
146546,0,0.424668311,57y,0,0.559122525,3737.0,13,1,1,0,0.0
120087,0,0.092895997,66y,0,955.0,,3,0,1,0,0.0
93754,0,0.2314768519999999,39y,0,1840.0,,2,0,1,0,0.0
17264,0,0.055405246,26y,0,0.102224444,4000.0,3,0,0,0,0.0
79699,0,0.065260809,38y,0,0.69466008,4250.0,15,0,3,0,1.0
98055,0,0.004887549,74y,1,0.870170386,4166.0,23,0,6,0,0.0
12601,0,0.161017553,47y,0,0.348347794,5416.0,9,0,2,0,0.0
104444,0,0.003569575,88y,0,692.0,,13,0,1,0,
2710,0,1.0,23y,1,0.5660377360000001,900.0,4,0,0,0,0.0
123014,0,0.176623377,51y,1,1.159520516,2168.0,9,0,2,0,0.0
38837,0,0.848136708,42y,0,0.50090054,9993.0,8,0,2,0,1.0
10369,0,0.017516191,59y,0,15.0,,6,0,0,0,0.0
104973,0,0.01775929,56y,0,13.0,,2,0,0,0,0.0
34521,0,0.415024279,70y,0,450.0,,3,1,0,0,0.0
52002,0,0.105932731,47y,0,0.476458826,5500.0,15,0,1,0,2.0
110163,0,0.0013457279999999,63y,1,1958.0,,7,0,2,0,0.0
120936,0,0.168139643,68y,0,0.239380498,13300.0,12,0,2,0,0.0
103976,0,0.18989899,45y,0,0.18977103,8035.0,13,0,1,0,1.0
9456,0,0.06455638,49y,0,0.604047891,3507.0,19,0,1,0,2.0
128035,0,0.056668772,74y,0,0.4340565939999999,10000.0,11,0,2,0,1.0
53508,0,0.280652517,39y,6,0.257963148,7000.0,18,1,1,0,0.0
105121,0,0.506443788,43y,0,0.55822089,2000.0,8,0,0,1,0.0
57865,0,0.169583042,42y,0,0.3968680089999999,2234.0,7,0,0,0,0.0
31446,0,0.0,61y,0,0.060884398,7620.0,3,0,1,0,0.0
46364,0,0.3528309739999999,39y,0,0.132247929,3500.0,8,0,0,1,0.0
66447,0,0.013354385,58y,4,0.317623536,3500.0,15,1,1,0,0.0
19830,0,0.229002011,56y,0,0.345706737,7569.0,9,0,2,0,0.0
111649,0,0.015011916,41y,0,0.106904825,3750.0,7,0,0,0,1.0
77537,0,0.0,33y,0,90.0,,3,0,0,0,0.0
115794,0,0.810437327,54y,0,0.127200086,9260.0,5,0,1,0,2.0
76265,0,0.021158206,57y,0,0.13758777,11250.0,15,0,1,0,0.0
119597,0,0.966688874,29y,0,0.137954015,3000.0,3,0,0,0,0.0
112058,0,0.7693200570000001,86y,0,0.544926004,3783.0,13,0,0,0,0.0
28460,0,0.243324688,64y,0,0.439440994,7083.0,7,0,1,0,0.0
128062,0,0.9999999,58y,0,5538.0,,6,0,2,0,1.0
72736,0,0.0,42y,0,0.628474305,5000.0,5,0,1,0,2.0
69146,0,0.206710707,64y,0,0.213857588,4170.0,13,0,0,0,1.0
126633,0,0.0,67y,0,0.084404456,4667.0,4,0,1,0,0.0
148700,0,0.323746626,63y,0,0.26953468,6833.0,10,0,1,0,0.0
104525,0,0.245256065,55y,1,0.268240759,5166.0,7,0,1,0,0.0
69993,0,0.22054024,55y,0,0.941802697,1408.0,7,0,1,0,2.0
145127,0,0.45867571,57y,0,0.4310106139999999,4333.0,5,0,2,0,1.0
83404,0,0.005090724,58y,0,1.109296901,3000.0,6,0,2,0,0.0
22555,1,1.06723059,33y,1,0.948346661,4626.0,18,3,1,5,0.0
32635,0,0.090148783,42y,0,0.391799055,4657.0,10,0,1,0,1.0
11693,0,0.119466348,59y,0,0.766647532,6967.0,17,0,2,0,1.0
73528,0,0.00879824,28y,0,0.3288493,5500.0,8,0,2,0,0.0
130720,0,0.025215535,77y,0,0.4399120179999999,5000.0,7,0,2,0,0.0
65525,0,0.0896633459999999,41y,0,0.357928414,5000.0,5,0,2,0,0.0
84976,0,0.234924235,32y,0,0.182424594,3447.0,5,0,0,0,0.0
42125,0,1.302788845,47y,1,0.087564974,2500.0,3,1,0,0,1.0
31546,0,0.0428471859999999,49y,0,2313.0,,5,0,1,0,2.0
83719,0,0.629115959,56y,0,0.4980161879999999,6300.0,8,0,1,0,0.0
28870,0,0.9999999,97y,0,0.0,,1,0,0,0,
129809,0,0.519389066,60y,0,0.605274173,7166.0,14,0,2,0,0.0
85126,0,0.0,42y,0,2122.0,,5,0,1,0,0.0
34263,0,0.0,38y,0,0.692087975,3500.0,6,0,1,0,2.0
143641,0,0.077196569,54y,0,0.289004458,4037.0,2,0,1,0,3.0
96204,0,0.113154738,81y,0,0.008115419,2217.0,2,0,0,0,0.0
6223,0,0.9999999,31y,0,57.0,,0,0,0,0,0.0
129264,0,0.004116359,75y,1,0.140643226,6000.0,9,0,1,0,0.0
55485,0,0.9999999,58y,0,0.0,,1,0,0,1,0.0
80854,0,0.9999999,31y,0,0.156196581,4679.0,1,0,0,0,2.0
6888,0,0.0,66y,1,0.254405126,20600.0,13,0,2,0,0.0
94085,0,0.001035488,85y,0,856.0,,10,0,1,0,0.0
110299,0,0.017350825,43y,0,3667.0,,10,0,1,0,0.0
1170,0,0.537344212,57y,0,0.627822789,5800.0,19,0,1,0,0.0
75666,0,0.160089007,50y,0,3088.0,,8,0,2,0,0.0
101299,0,0.0,59y,0,149.0,,1,0,0,0,
104857,1,1.105788423,30y,1,973.0,,7,3,0,5,
102604,0,0.207956278,52y,0,0.241442966,13000.0,5,0,1,0,0.0
19409,0,0.105554699,56y,0,0.434163167,6667.0,23,0,2,0,1.0
95402,0,0.0,52y,0,2351.0,,5,0,3,0,0.0
45549,0,0.029295992,62y,0,0.285577154,4166.0,13,0,1,0,0.0
67748,0,0.636781295,58y,0,3076.0,,8,0,1,0,2.0
54911,0,0.024627756,89y,0,0.005135176,6620.0,3,0,0,0,0.0
8046,0,0.019242723,65y,0,160.0,,4,0,1,0,0.0
70454,0,0.1001611019999999,63y,0,0.36123348,2269.0,7,0,0,0,0.0
139085,0,0.5437624010000001,46y,0,1.267193865,4172.0,15,0,4,0,3.0
107291,0,0.757695343,27y,1,0.429295489,1972.0,5,0,0,0,0.0
38691,0,0.785214785,27y,0,0.125074985,3333.0,5,0,0,0,0.0
37421,0,0.262719478,59y,0,0.2525409369999999,7083.0,22,1,0,0,0.0
144829,0,0.000749963,62y,0,0.0,,6,0,0,0,0.0
148923,0,0.0,50y,0,0.547045171,5600.0,6,0,2,0,1.0
126934,0,0.583269929,46y,1,0.8305600000000001,6249.0,6,0,1,0,2.0
12622,0,0.041260269,50y,0,4012.0,,4,0,2,0,0.0
55546,0,0.18588552,62y,0,12302.0,,16,0,8,0,0.0
74998,0,0.36656293,61y,0,848.0,,3,0,1,0,0.0
13457,0,0.9999999,30y,0,353.0,,4,0,0,0,0.0
57207,1,0.141956277,63y,0,0.960918752,2916.0,10,0,1,0,1.0
115557,0,0.9999999,60y,0,0.128467883,4000.0,1,0,0,0,0.0
83055,0,0.0,30y,0,0.46199016,6300.0,7,0,1,0,0.0
56717,0,0.0,48y,0,0.286639368,10500.0,11,0,2,0,0.0
42088,0,0.69433066,52y,0,0.3634323029999999,9800.0,11,0,1,0,0.0
39713,0,0.7341592240000001,42y,0,0.092098158,16666.0,5,0,0,0,0.0
37772,0,0.9999999,27y,0,0.0,5500.0,0,0,0,0,1.0
128287,0,0.959946204,61y,0,0.641474935,6562.0,11,0,0,0,1.0
111478,0,0.298077095,49y,0,2224.0,,7,0,2,0,2.0
32013,0,0.12634994,57y,0,0.0146880939999999,5786.0,2,0,0,0,0.0
139943,0,0.806174717,44y,0,0.627418629,6666.0,12,0,2,0,0.0
129193,0,0.267587311,47y,0,0.380142622,3645.0,9,0,0,0,2.0
37411,0,0.003448038,67y,0,4731.0,,10,0,2,0,0.0
79727,0,0.028534701,53y,0,0.321769429,6600.0,8,0,1,0,0.0
103141,0,0.501396424,29y,0,0.974177426,2400.0,7,0,1,0,2.0
14555,0,0.9999999,38y,0,1201.0,,5,0,1,0,0.0
100618,0,0.883468965,67y,0,0.342360676,12775.0,11,0,2,0,1.0
133635,0,2.054945055,67y,0,0.0616750659999999,8333.0,8,0,0,0,0.0
59428,0,0.010024811,63y,0,0.088679489,7746.0,15,0,1,0,1.0
111894,0,0.039761537,44y,0,0.776805799,4000.0,23,0,4,0,2.0
89179,0,0.0014450029999999,40y,1,0.413917217,5000.0,5,0,2,0,0.0
124238,0,0.077275631,65y,0,0.015657423,5300.0,4,0,0,0,0.0
66908,0,0.423551675,55y,0,0.253439591,13300.0,16,0,1,0,1.0
148916,0,0.06670458,76y,0,86.0,,4,0,0,0,0.0
90536,0,0.006317895,84y,0,4.0,,2,0,0,0,0.0
4974,0,0.316489177,46y,0,0.289921466,4583.0,10,0,0,0,0.0
145965,0,0.1680723419999999,38y,0,0.4453886529999999,4000.0,5,0,1,0,2.0
10971,0,0.00654092,50y,0,0.284206628,5400.0,14,0,1,0,0.0
42141,0,0.8766157459999999,42y,0,0.011660189,1800.0,2,0,0,0,0.0
77565,0,0.610986943,50y,0,0.066381156,2334.0,8,1,0,0,1.0
68291,0,0.127587241,59y,0,0.399492613,6700.0,7,0,1,0,2.0
80876,0,0.0519866409999999,71y,0,0.238244024,6400.0,11,0,1,0,1.0
88942,0,0.045801167,71y,0,974.0,,7,0,1,0,0.0
51120,0,0.005921893,64y,0,0.250061897,4038.0,18,0,2,0,0.0
87340,0,0.26853542,70y,0,0.301347035,7200.0,7,0,1,0,0.0
131280,0,0.182272695,44y,0,0.412786752,7366.0,7,0,1,0,0.0
140676,0,0.772522748,46y,0,0.766702298,3741.0,7,0,1,0,1.0
99737,0,0.072116563,50y,0,0.423995753,5650.0,25,0,1,0,2.0
13614,0,0.008781488,31y,0,0.157280906,3000.0,4,0,0,0,1.0
121478,0,0.0108281889999999,65y,0,1814.0,,8,0,2,0,0.0
136177,1,1.021956088,33y,1,0.107393172,4422.0,4,3,0,0,0.0
104310,0,0.007549623,72y,0,4.0,,1,0,0,0,
140947,0,0.9999999,72y,0,0.109957709,2600.0,3,1,0,0,0.0
18448,0,0.013314886,76y,0,0.019505852,6151.0,11,0,1,0,0.0
83430,0,0.001393485,85y,0,0.21695558,7383.0,12,0,1,0,0.0
72939,0,0.150699873,24y,0,0.0139040769999999,6400.0,6,0,0,0,0.0
75471,0,0.078331864,66y,0,0.261851405,5800.0,16,0,1,0,0.0
98772,0,0.3852573729999999,55y,0,0.432956381,6808.0,14,0,2,0,2.0
107513,0,0.327076605,52y,0,0.40742243,14792.0,10,0,3,0,0.0
111196,0,0.0245630339999999,77y,0,0.2768760289999999,4250.0,10,0,3,0,0.0
82576,0,0.7271538409999999,67y,0,1.303556658,2417.0,12,0,1,0,0.0
124674,0,0.555169116,48y,1,0.6688534829999999,3200.0,7,0,2,0,2.0
71273,0,0.00084246,72y,0,0.0,,3,0,0,0,
53804,0,0.0,87y,0,0.13269514,6789.0,3,0,1,0,0.0
132756,0,0.30264649,58y,0,0.207806133,4662.0,6,0,0,0,1.0
122924,0,0.404118807,45y,0,0.136021873,2925.0,7,0,0,0,0.0
3666,0,0.081304056,51y,0,0.41640437,5400.0,12,0,1,0,3.0
97798,0,0.028886749,86y,0,11.0,,3,0,0,0,
132207,0,0.159607388,58y,1,0.410717917,9833.0,16,0,2,0,0.0
104712,1,0.929253537,36y,3,2500.0,0.0,5,0,0,0,0.0
71149,0,0.010149746,41y,0,462.0,,5,0,1,0,0.0
106871,1,0.0,35y,2,0.399049175,6730.0,4,1,1,1,1.0
97790,0,0.352891066,39y,0,6287.0,,12,0,2,0,0.0
135329,0,0.7255723709999999,53y,0,0.946462436,6854.0,14,0,3,1,0.0
140909,1,0.999759326,25y,1,0.097120271,7083.0,3,0,0,0,0.0
33969,0,0.1529266759999999,60y,0,0.346920012,6525.0,4,0,2,0,2.0
96813,0,0.008695391,63y,0,0.002050756,3900.0,2,0,0,0,0.0
89509,0,0.553055394,57y,0,4144.0,,17,0,2,0,1.0
24018,0,0.7163640640000001,37y,0,1.110897744,2082.0,12,0,1,0,2.0
104089,1,0.4481897629999999,22y,0,10.0,,1,0,0,0,
66532,0,0.54835716,47y,0,0.491072601,15233.0,16,0,3,0,1.0
23467,0,0.774014436,35y,0,0.250917993,4084.0,3,0,0,0,2.0
56755,0,0.005882215,72y,0,0.263580638,4730.0,9,0,1,0,0.0
121512,0,0.0,32y,0,0.003731343,535.0,2,0,0,0,0.0
48625,0,0.189798576,44y,1,0.328567143,10000.0,7,0,2,0,5.0
126205,1,0.7911511059999999,31y,0,0.375396497,7250.0,5,0,2,0,0.0
120550,0,0.767499415,61y,0,0.793372691,5250.0,12,0,2,0,0.0
60178,0,0.075474132,76y,0,0.60274891,5965.0,6,1,1,0,0.0
139412,0,0.134765775,38y,0,0.206074587,2600.0,8,0,1,0,0.0
34401,0,0.0288865279999999,41y,0,0.380243572,4433.0,16,0,2,0,2.0
117444,0,0.192617565,36y,1,0.498928826,4200.0,8,1,2,0,4.0
140285,0,0.043766847,72y,0,0.342705405,3200.0,6,0,1,0,0.0
81787,0,0.059868575,78y,0,71.0,,4,0,0,0,
1135,0,0.0107511969999999,76y,0,0.117910841,3790.0,17,0,0,0,0.0
124498,0,0.248109493,26y,0,0.140857587,4500.0,4,0,0,0,0.0
54850,0,0.012120967,82y,0,0.002428225,7000.0,6,0,0,0,0.0
64772,0,0.9999999,48y,1,0.131073785,3333.0,2,0,0,0,2.0
88253,0,0.266668627,52y,0,0.8549060540000001,3831.0,6,0,3,0,0.0
23965,0,0.022740987,47y,0,0.3549408429999999,6000.0,13,0,3,0,1.0
127067,0,0.2399200269999999,34y,0,0.287878788,4883.0,4,0,0,0,1.0
102907,0,1.864745011,32y,1,25.0,,1,0,0,0,0.0
56059,0,0.491051645,52y,0,0.503942407,5833.0,9,0,2,0,1.0
110480,0,0.881917878,34y,0,0.213392497,2478.0,3,0,0,0,4.0
36366,0,0.082020821,78y,0,577.0,,15,0,0,0,0.0
137834,0,0.085059489,62y,0,0.238816967,9500.0,11,0,2,0,0.0
48855,0,0.00931117,50y,2,0.2078619589999999,8750.0,4,0,1,0,3.0
67250,0,0.076498938,43y,0,353.5,1.0,10,0,0,0,3.0
90732,0,0.071360393,65y,0,0.052183778,1762.0,6,0,0,0,0.0
134444,0,0.0611171479999999,84y,0,0.013598203,8456.0,7,0,0,0,0.0
28998,0,0.018216258,60y,0,2339.0,0.0,7,0,1,0,0.0
38762,0,0.131529264,70y,0,56.0,,1,0,0,0,0.0
115658,0,0.69290582,54y,0,2776.0,,8,0,1,0,0.0
54615,0,1.076292371,33y,0,0.1475953569999999,10250.0,9,0,0,0,1.0
32985,0,0.290923348,51y,1,5168.0,,6,4,3,2,0.0
4487,1,0.8904791540000001,34y,2,0.221777859,5500.0,5,0,0,0,4.0
107519,0,0.6664004020000001,42y,0,0.330186507,4342.0,8,0,0,0,1.0
94640,0,0.250206851,34y,0,0.052147583,8916.0,15,0,0,0,0.0
116244,0,0.11355135,56y,0,0.0166119019999999,5477.0,4,0,0,0,2.0
27234,1,0.06661712,36y,0,1.40139965,4000.0,7,0,4,0,1.0
68035,0,0.369903114,47y,0,0.353128314,4714.0,16,0,0,0,2.0
66490,0,0.04281429,41y,0,0.031147284,6388.0,4,0,0,0,3.0
29319,0,0.0,35y,0,0.170493405,2046.0,4,0,0,0,0.0
65822,0,0.0114937269999999,77y,0,0.188569155,7540.0,11,0,1,0,0.0
13551,0,0.5549127979999999,34y,0,0.243127247,8620.0,8,0,1,0,3.0
77287,0,0.0265102129999999,82y,0,0.000666223,1500.0,5,0,0,0,0.0
13393,0,0.006735397,60y,0,1353.0,,11,0,2,0,0.0
22478,0,0.0,39y,0,0.2329650089999999,8687.0,4,0,1,0,4.0
76890,0,0.030571265,83y,0,0.484312607,1752.0,4,0,2,0,0.0
1865,0,0.494343504,51y,0,0.692561488,3333.0,6,0,1,0,0.0
140388,0,0.251022685,44y,0,2059.0,,5,0,1,0,0.0
106649,0,0.22443776,60y,0,0.554497858,2100.0,11,0,1,0,1.0
100581,0,0.005359786,74y,0,0.123392423,2876.0,5,0,0,0,0.0
119740,0,0.0148036419999999,30y,0,0.180661578,2750.0,7,0,0,0,0.0
124631,1,0.9999999,28y,0,0.262226362,2146.0,1,1,0,0,2.0
105223,0,0.217547696,50y,0,0.309230523,6250.0,7,0,2,0,1.0
25270,0,0.021881066,37y,0,1.124671226,1900.0,5,0,1,0,0.0
133243,0,0.230961506,44y,0,0.1063610609999999,7765.0,6,0,1,0,0.0
137423,1,0.7410892840000001,51y,2,0.152538607,9000.0,8,2,1,4,0.0
27784,0,0.04715346,70y,0,0.0051658059999999,6000.0,6,0,0,0,0.0
35786,0,0.9999999,32y,0,566.0,,1,2,0,0,0.0
99019,0,0.0507902,54y,0,0.236176382,10000.0,11,0,2,0,0.0
