ID,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,target
3029,0.06,25.74,0.09,3.47,0.12,3.15,0.72,0.46,1.41,0.08,0.006,0.049,10.64,1.91,0.006,24.76,4.55,0.03,0.19,0.0,0
5011,0.04,18.84,0.05,1.92,0.0,0.08,0.04,1.0,0.09,0.0,0.91,0.103,4.52,0.97,0.006,2.23,0.04,0.03,0.02,0.05,0
6177,0.08,9.64,0.07,0.41,0.07,0.03,0.05,1.26,1.33,0.34,0.006,0.164,2.65,1.74,0.0,0.61,0.43,0.01,0.05,0.01,0
5639,0.0,7.23,0.0,0.75,0.02,0.35,0.09,0.05,1.37,0.94,0.94,0.151,8.59,0.36,0.0,1.36,1.48,0.07,0.05,0.03,0
2289,0.2,11.18,0.01,0.52,0.004,1.6,0.61,0.84,0.55,0.78,0.78,0.118,5.55,1.62,0.003,55.41,2.44,0.04,0.04,0.07,0
6438,0.05,3.12,0.09,0.89,0.02,0.05,0.02,0.02,0.47,0.28,0.005,0.141,6.15,1.78,0.007,1.86,1.67,0.01,0.07,0.09,0
6811,0.01,27.52,0.08,1.19,0.08,0.01,0.05,0.83,0.59,0.85,0.85,0.025,0.86,1.56,0.001,0.83,5.02,0.03,0.04,0.08,0
6551,0.02,0.23,0.06,0.76,0.07,0.04,0.01,0.58,0.34,0.53,0.53,0.183,4.25,1.21,0.007,4.16,0.42,0.07,0.09,0.05,0
5404,0.01,2.08,0.08,0.63,0.07,0.27,0.09,1.6,0.16,0.02,0.003,0.178,16.75,0.61,0.002,1.96,3.12,0.03,0.07,0.01,0
163,4.3,2.03,0.01,3.09,0.004,4.06,0.28,1.66,0.79,0.73,0.73,0.059,4.83,1.2,0.006,44.88,4.05,0.06,0.24,0.05,1
3038,0.09,12.98,0.82,2.14,0.06,3.04,0.87,1.88,0.4,0.13,0.004,0.085,12.28,1.66,0.008,51.46,4.7,0.1,0.04,0.05,0
1533,0.76,20.14,0.12,4.72,0.01,0.43,0.02,1.05,0.68,0.0,0.001,0.159,8.03,1.84,0.004,38.74,6.3,0.02,0.39,0.03,0
2602,0.07,11.62,0.02,1.18,0.005,4.96,0.46,0.4,0.79,0.43,0.005,0.033,13.49,1.01,0.006,44.05,5.75,0.04,0.35,0.02,0
1587,1.93,6.98,0.14,1.36,0.08,8.22,0.44,1.87,1.14,0.0,0.001,0.033,3.7,1.72,0.001,56.52,3.54,0.08,0.17,0.05,0
2051,0.07,20.81,0.04,2.8,0.004,7.7,0.82,0.44,1.2,0.77,0.77,0.112,10.09,1.34,0.001,11.0,1.53,0.01,0.27,0.06,0
6371,0.05,4.31,0.06,1.33,0.05,0.54,0.06,0.24,0.83,0.8,0.8,0.194,8.16,1.36,0.006,1.69,0.59,0.1,0.03,0.05,0
2148,0.13,9.34,0.04,1.39,0.004,7.59,0.19,1.22,1.06,0.27,0.008,0.103,3.7,1.42,0.007,20.28,4.35,0.01,0.41,0.07,0
2347,0.15,28.46,0.01,2.88,0.007,6.62,0.17,0.75,1.29,0.18,0.001,0.134,12.33,1.12,0.005,41.0,3.39,0.08,0.4,0.05,0
3287,0.01,24.13,0.15,3.38,0.06,2.16,0.78,1.18,0.07,0.77,0.77,0.042,17.61,1.44,0.009,54.1,1.07,0.05,0.16,0.06,0
1273,2.76,4.72,0.53,0.65,0.06,4.83,0.04,0.29,1.28,0.0,0.96,0.04,11.29,1.37,0.003,7.63,7.74,0.09,0.4,0.07,0
7018,0.07,17.38,0.04,2.44,0.01,0.09,0.08,1.82,0.22,0.99,0.99,0.108,8.73,1.82,0.005,5.25,0.8,0.1,0.04,0.07,0
178,1.12,9.92,0.01,1.98,0.003,3.08,0.66,1.26,1.33,0.34,0.006,0.164,2.65,1.74,0.0,16.0,1.18,0.01,0.42,0.01,1
1647,4.61,18.92,0.08,1.93,0.08,6.35,0.57,1.9,0.44,0.84,0.84,0.028,12.21,1.93,0.003,13.47,7.31,0.02,0.44,0.05,0
4457,0.03,20.35,0.02,2.55,0.03,0.03,0.05,0.07,1.45,0.0,0.007,0.039,0.55,0.13,0.005,0.4,3.51,0.06,0.03,0.03,0
6866,0.08,18.4,0.08,0.32,0.05,0.14,0.05,0.38,0.47,0.04,0.007,0.176,18.79,1.54,0.008,1.35,4.84,0.06,0.08,0.02,0
552,1.55,0.03,0.01,1.19,0.006,0.21,0.85,0.58,0.34,0.53,0.53,0.183,4.25,1.21,0.007,25.24,6.53,0.07,0.27,0.05,1
7473,0.04,0.16,0.05,3.0,0.03,0.19,0.04,0.84,0.04,0.0,0.0,0.123,2.99,2.03,0.003,1.31,0.21,0.07,0.02,0.06,0
341,4.64,6.54,0.01,3.69,0.005,0.1,0.57,0.06,0.36,0.28,0.004,0.02,3.21,1.18,0.006,7.62,2.82,0.05,0.15,0.06,1
6041,0.08,0.4,0.0,0.82,0.08,0.15,0.1,1.92,1.2,0.32,0.003,0.082,18.91,1.73,0.008,2.88,0.95,0.02,0.04,0.08,0
2370,0.06,19.59,0.04,0.79,0.007,6.3,0.31,1.91,0.96,0.14,0.002,0.132,16.05,1.09,0.01,49.72,5.19,0.02,0.0,0.02,0
3361,0.04,27.84,0.86,2.81,0.12,7.54,0.58,0.74,0.84,0.22,0.004,0.043,2.6,1.75,0.007,42.64,7.04,0.09,0.13,0.09,0
2596,0.07,10.07,0.01,2.68,0.009,3.05,0.49,1.08,1.14,0.91,0.91,0.135,5.35,1.83,0.006,44.5,0.1,0.03,0.21,0.06,0
3426,0.02,6.6,0.42,2.65,0.07,7.9,0.5,1.04,0.63,0.09,0.007,0.179,8.32,1.53,0.001,50.06,0.51,0.04,0.08,0.09,0
6254,0.01,7.51,0.07,0.37,0.02,0.14,0.07,0.67,0.63,0.48,0.003,0.007,9.35,1.32,0.002,2.51,0.54,0.09,0.03,0.07,0
3164,0.04,8.66,0.08,2.24,0.1,4.58,0.76,1.96,0.82,0.11,0.005,0.037,13.92,2.59,0.0,40.55,0.77,0.0,0.33,0.01,0
7586,0.02,7.92,0.04,0.92,0.07,0.03,0.09,0.83,0.48,0.0,0.0,0.124,2.62,2.63,0.003,1.13,0.92,0.06,0.0,0.03,0
6249,0.06,22.02,0.06,0.09,0.01,0.12,0.08,0.38,1.11,0.93,0.93,0.097,9.22,1.93,0.002,2.13,3.17,0.02,0.09,0.05,0
2349,0.01,26.86,0.01,0.7,0.002,2.5,0.62,0.28,1.11,0.2,0.008,0.052,0.55,1.61,0.008,31.62,4.54,0.06,0.48,0.02,0
3096,0.15,19.01,0.26,2.48,0.09,2.33,0.69,0.87,0.69,0.55,0.55,0.153,6.56,1.58,0.007,27.96,4.15,0.01,0.38,0.08,0
1601,1.53,28.25,0.16,4.29,0.12,2.04,0.27,0.97,0.06,0.0,0.008,0.001,3.11,1.29,0.008,44.17,4.29,0.07,0.31,0.08,0
5334,0.04,13.4,0.03,0.48,0.09,0.06,0.04,0.18,0.74,0.0,0.005,0.112,18.39,0.04,0.008,8.63,2.4,0.06,0.0,0.02,0
6404,0.02,2.1,0.02,1.21,0.05,0.02,0.05,1.6,0.16,0.02,0.003,0.178,16.05,1.29,0.002,0.24,0.12,0.03,0.06,0.01,0
4861,0.1,22.55,0.07,0.7,0.04,0.01,0.07,0.02,0.57,0.0,0.6,0.146,0.14,0.6,0.01,1.3,4.85,0.07,0.04,0.03,0
6585,0.06,2.61,0.07,0.31,0.05,0.68,0.06,1.67,0.47,0.54,0.54,0.141,4.94,1.64,0.006,0.35,0.43,0.04,0.04,0.03,0
7015,0.07,15.49,0.03,0.4,0.07,0.03,0.02,1.08,1.43,0.89,0.89,0.08,2.14,1.22,0.008,0.69,3.1,0.06,0.0,0.08,0
5343,0.06,21.68,0.06,0.36,0.06,0.14,0.03,0.43,0.9,0.0,0.79,0.199,2.87,0.0,0.001,0.3,2.44,0.09,0.09,0.03,0
6665,0.02,18.79,0.09,0.93,0.02,0.24,0.03,0.06,0.78,0.89,0.89,0.09,17.23,1.69,0.004,0.14,6.7,0.01,0.06,0.09,0
7772,0.09,2.12,0.05,0.37,0.09,0.07,0.05,0.09,0.53,0.0,0.0,0.188,5.3,1.82,0.009,2.5,7.9,0.07,0.02,0.08,0
4444,0.08,13.21,0.04,1.07,0.01,0.46,0.09,0.01,1.39,0.0,0.005,0.156,15.69,0.76,0.003,0.04,0.26,0.03,0.0,0.06,0
3311,0.06,23.59,0.34,4.23,0.08,2.74,0.4,0.76,0.62,0.65,0.65,0.044,7.19,2.0,0.005,0.47,5.22,0.03,0.48,0.02,0
4432,0.09,15.18,0.07,2.96,0.08,0.14,0.07,0.06,1.07,0.0,0.52,0.103,15.72,0.07,0.005,2.46,1.92,0.01,0.04,0.0,0
5062,0.03,3.36,0.07,0.82,0.07,0.19,0.06,1.61,0.45,0.0,0.002,0.149,18.9,0.95,0.004,0.81,0.68,0.1,0.05,0.03,0
1773,2.94,22.47,0.45,3.21,0.09,1.89,0.68,0.77,0.49,0.11,0.003,0.075,18.95,1.45,0.004,49.94,7.3,0.08,0.04,0.04,0
2716,0.1,29.8,0.04,1.46,0.003,2.35,0.01,1.46,1.46,0.76,0.76,0.083,4.07,1.37,0.009,28.46,0.96,0.07,0.4,0.06,0
5453,0.03,0.23,0.02,0.79,0.02,0.08,0.05,0.04,0.61,0.0,0.001,0.089,9.53,0.2,0.004,4.6,0.91,0.04,0.02,0.06,0
7248,0.08,5.15,0.0,0.81,0.09,0.07,0.03,0.6,0.03,0.1,0.001,0.137,13.73,2.23,0.001,11.98,0.46,0.0,0.06,0.05,0
1177,0.86,20.28,0.89,4.47,0.07,2.17,0.41,0.79,0.59,0.0,0.0,0.024,4.24,1.79,0.002,16.12,6.25,0.06,0.35,0.09,0
398,0.84,22.3,0.04,3.72,0.005,1.75,0.33,1.66,1.08,0.32,0.001,0.017,14.37,1.45,0.001,0.4,2.74,0.03,0.14,0.08,1
4424,0.09,11.88,0.06,0.59,0.07,0.04,0.05,0.05,1.36,0.0,0.73,0.164,14.61,0.5,0.008,2.4,0.25,0.06,0.04,0.02,0
4669,0.03,19.85,0.01,0.58,0.05,0.14,0.02,0.07,1.26,0.0,0.005,0.162,0.49,0.23,0.008,1.76,0.55,0.05,0.09,0.05,0
1431,2.97,12.27,0.45,2.85,0.12,4.99,0.66,1.5,0.68,0.0,0.8,0.193,11.09,1.84,0.006,27.39,7.67,0.1,0.39,0.04,0
5763,0.08,20.09,0.07,0.48,0.09,0.42,0.09,1.57,1.17,0.26,0.004,0.135,11.54,0.42,0.009,0.28,0.66,0.06,0.05,0.0,0
2952,0.08,3.91,0.01,3.06,0.009,5.06,0.84,1.15,1.03,0.4,0.001,0.145,5.04,1.14,0.002,46.47,0.53,0.05,0.13,0.03,0
3926,0.09,12.17,0.3,1.71,0.13,4.53,0.1,0.0,0.8,0.93,0.93,0.174,17.79,1.49,0.006,40.77,6.87,0.05,0.13,0.07,0
5850,0.06,15.84,0.04,0.77,0.07,0.07,0.08,1.46,0.93,0.83,0.83,0.166,8.67,0.88,0.007,7.66,0.77,0.08,0.06,0.02,0
1710,0.86,15.07,0.48,1.81,0.09,8.01,0.07,0.54,1.2,0.59,0.59,0.047,19.01,1.66,0.007,44.71,5.18,0.06,0.07,0.02,0
7924,0.08,22.02,0.08,1.08,0.04,0.37,0.07,0.09,1.44,0.13,0.0,0.154,2.76,2.03,0.007,5.73,6.71,0.01,0.0,0.05,0
7922,0.02,7.85,0.09,0.02,0.01,0.39,0.03,0.01,0.8,0.93,0.0,0.174,16.98,1.46,0.006,4.3,6.87,0.05,0.01,0.07,0
6356,0.03,29.34,0.08,1.41,0.08,0.22,0.08,0.1,0.72,0.39,0.008,0.011,14.95,1.21,0.007,1.18,3.23,0.1,0.01,0.06,0
5591,0.03,18.55,0.01,0.51,0.04,0.17,0.03,1.03,1.15,0.5,0.5,0.099,17.49,0.05,0.006,4.77,0.88,0.02,0.01,0.02,0
1183,2.61,28.49,1.0,2.77,0.1,5.92,0.33,0.89,1.41,0.0,0.0,0.119,11.72,2.62,0.009,35.36,7.08,0.06,0.14,0.01,0
6598,0.02,5.56,0.05,0.14,0.1,0.12,0.06,1.64,0.29,0.31,0.005,0.177,14.61,1.61,0.005,0.17,1.95,0.05,0.03,0.04,0
211,1.86,24.86,0.03,0.62,0.006,5.83,0.85,1.09,0.97,0.49,0.003,0.051,3.33,1.26,0.006,21.46,5.19,0.04,0.08,0.08,1
7600,0.09,1.28,0.08,0.78,0.07,0.18,0.09,0.59,0.05,0.0,0.0,0.168,7.34,1.16,0.008,0.14,0.28,0.04,0.07,0.08,0
1062,2.83,3.04,0.75,0.23,0.11,6.31,0.47,1.75,1.28,0.0,0.0,0.177,17.38,1.26,0.003,23.45,4.91,0.01,0.17,0.08,0
5075,0.01,16.13,0.05,0.57,0.07,0.09,0.07,1.14,1.14,0.0,0.004,0.045,9.14,0.87,0.01,0.14,2.3,0.02,0.05,0.04,1
2038,0.06,13.08,0.04,1.58,0.002,2.86,0.87,1.88,0.4,0.13,0.004,0.085,11.96,1.35,0.008,46.3,4.7,0.1,0.04,0.05,0
7088,0.03,0.36,0.09,0.18,0.01,0.09,0.06,0.22,1.09,0.57,0.57,0.101,10.93,1.06,0.001,8.17,0.37,0.04,0.03,0.01,0
5230,0.03,21.62,0.09,0.56,0.01,0.45,0.02,0.34,0.12,0.0,0.74,0.135,12.89,0.47,0.002,0.88,0.77,0.06,0.04,0.04,0
7572,0.0,3.15,0.05,0.08,0.02,0.5,0.1,1.71,0.8,0.0,0.0,0.176,17.08,1.94,0.006,0.47,2.19,0.01,0.03,0.01,0
2509,0.01,11.45,0.02,3.95,0.002,4.42,0.59,1.05,0.31,0.26,0.002,0.17,7.3,1.8,0.001,56.76,4.04,0.04,0.2,0.06,0
1960,4.44,1.03,0.18,2.42,0.03,0.8,0.58,0.24,0.05,0.35,0.002,0.102,15.32,2.2,0.007,16.73,4.04,0.03,0.25,0.03,0
206,0.37,25.07,0.001,3.33,0.008,0.92,0.79,0.72,0.87,0.17,0.001,0.033,18.62,1.06,0.004,45.82,0.4,0.08,0.31,0.04,0
497,0.01,15.03,0.03,3.4,0.002,6.71,0.48,1.13,1.43,0.63,0.63,0.152,6.66,1.15,0.005,1.87,5.59,0.05,0.08,0.05,1
1384,4.23,13.9,0.65,0.87,0.11,2.38,0.29,0.99,0.31,0.0,0.007,0.19,10.79,1.93,0.003,35.04,3.41,0.04,0.09,0.04,0
5004,0.02,13.51,0.08,0.17,0.02,0.1,0.07,1.38,0.11,0.0,0.67,0.135,10.59,0.64,0.006,10.04,2.31,0.08,0.04,0.02,0
305,1.44,3.07,0.03,2.83,0.008,3.49,0.13,1.22,0.46,0.37,0.004,0.105,8.84,1.11,0.005,48.1,5.64,0.09,0.15,0.08,1
7129,0.04,0.46,0.07,0.32,0.09,0.1,0.08,1.39,1.12,0.1,0.001,0.108,9.49,1.59,0.009,4.32,3.91,0.02,0.02,0.07,0
6635,0.07,14.4,0.07,0.69,0.03,0.1,0.04,1.76,0.83,0.21,0.002,0.03,7.48,1.52,0.005,0.54,0.69,0.07,0.1,0.08,0
4867,0.08,15.09,0.04,0.44,0.01,0.05,0.03,0.1,0.45,0.0,0.008,0.197,15.13,0.3,0.001,0.31,2.67,0.05,0.1,0.06,0
5598,0.07,5.43,0.07,0.1,0.05,0.03,0.08,1.64,0.29,0.31,0.005,0.177,15.5,0.65,0.005,2.2,0.2,0.05,0.05,0.04,0
1733,2.3,11.54,0.49,3.76,0.03,5.86,0.64,0.4,0.27,0.42,0.008,0.062,4.77,1.58,0.009,15.48,7.76,0.06,0.03,0.09,0
5951,0.08,3.64,0.05,0.96,0.07,0.34,0.05,1.15,1.03,0.4,0.001,0.145,5.87,0.33,0.002,5.22,0.48,0.05,0.02,0.03,0
2516,0.03,28.57,0.02,2.73,0.004,2.94,0.16,1.43,0.19,0.92,0.92,0.097,10.55,1.2,0.001,52.24,5.03,0.07,0.28,0.01,0
5575,0.01,21.07,0.07,0.77,0.03,0.24,0.08,1.68,0.76,0.78,0.78,0.163,5.61,0.01,0.002,0.25,0.75,0.03,0.04,0.08,0
972,0.8,3.56,0.03,2.75,0.006,5.43,0.53,0.96,0.02,0.0,0.0,0.042,11.36,1.96,0.009,38.71,6.67,0.09,0.27,0.04,1
577,2.63,26.73,0.04,0.27,0.007,0.78,0.9,1.86,0.26,0.55,0.55,0.013,1.74,1.24,0.008,11.52,1.34,0.03,0.19,0.05,1
885,2.48,3.9,0.02,2.85,0.006,7.93,0.29,0.29,0.57,0.0,0.0,0.154,16.29,1.96,0.002,2.64,0.79,0.04,0.03,0.0,1
7680,0.1,22.26,0.06,0.31,0.09,0.06,0.03,1.04,1.06,0.0,0.0,0.038,16.11,1.81,0.005,1.24,3.37,0.06,0.04,0.09,0
413,1.82,0.8,0.04,1.77,0.001,3.23,0.56,1.78,1.27,0.15,0.002,0.163,18.18,1.12,0.006,37.41,3.61,0.1,0.25,0.04,1
7651,0.02,11.64,0.04,0.59,0.0,0.1,0.08,0.51,0.92,0.0,0.0,0.072,2.32,1.59,0.01,3.04,2.51,0.06,0.02,0.06,0
791,0.85,29.02,0.03,1.21,0.003,6.14,0.36,1.18,1.1,0.0,0.0,0.044,6.87,1.45,0.006,16.61,2.27,0.06,0.24,0.0,1
4356,0.06,29.09,0.1,0.2,0.09,0.09,0.02,0.08,0.72,0.0,0.008,0.011,14.95,0.36,0.007,1.28,2.95,0.1,0.06,0.06,0
1098,0.09,13.08,0.05,3.26,0.01,4.9,0.33,0.73,0.68,0.0,0.0,0.053,17.75,2.72,0.008,11.06,6.6,0.1,0.06,0.04,0
3511,0.02,4.14,0.83,2.56,0.01,0.84,0.24,0.09,0.83,0.6,0.6,0.001,8.17,1.41,0.0,3.62,6.87,0.06,0.3,0.0,0
5013,0.08,17.91,0.03,1.49,0.02,0.07,0.05,0.79,0.54,0.0,0.009,0.126,17.95,0.39,0.009,1.86,2.14,0.1,0.09,0.02,0
527,1.49,20.33,0.04,0.72,0.001,7.21,0.55,0.4,1.09,0.65,0.65,0.14,2.98,1.06,0.005,15.26,6.08,0.08,0.48,0.04,1
4900,0.07,1.97,0.01,0.76,0.01,0.01,0.08,0.05,0.73,0.0,0.9,0.024,9.49,0.13,0.007,7.59,0.81,0.03,0.01,0.08,0
2293,0.04,1.05,0.01,2.28,0.008,1.26,0.04,0.14,0.77,0.24,0.003,0.062,13.59,1.98,0.005,51.76,0.99,0.08,0.49,0.08,0
2918,0.06,20.11,0.02,2.39,0.003,4.86,0.41,1.62,0.98,0.07,0.008,0.107,4.09,1.67,0.007,46.47,1.63,0.09,0.16,0.02,0
822,3.31,7.98,0.05,1.06,0.001,4.4,0.71,1.65,1.23,0.0,0.0,0.048,10.42,1.58,0.002,50.17,1.76,0.1,0.44,0.01,0
875,3.57,25.28,0.03,1.03,0.006,5.42,0.76,0.15,1.19,0.0,0.0,0.032,15.36,1.24,0.005,30.22,5.57,0.09,0.02,0.06,0
6142,0.03,15.21,0.01,0.26,0.06,0.04,0.02,1.64,0.61,1.0,1.0,0.038,11.26,1.49,0.006,8.76,2.09,0.02,0.07,0.08,0
5471,0.05,14.68,0.07,0.42,0.04,0.0,0.08,0.79,0.37,0.0,0.004,0.118,18.06,0.21,0.006,0.9,3.67,0.09,0.04,0.03,0
1008,0.65,24.48,0.66,1.31,0.01,3.54,0.77,1.45,0.98,0.0,0.0,0.167,14.84,1.89,0.004,30.43,4.99,0.08,0.25,0.08,0
7826,0.06,0.64,0.0,2.38,0.04,0.28,0.02,0.04,0.07,0.0,0.0,0.155,12.54,1.25,0.002,2.14,0.02,0.07,0.09,0.01,0
1928,0.65,27.08,0.58,3.46,0.05,5.36,0.42,1.92,1.44,0.13,0.002,0.154,2.37,2.11,0.007,28.7,6.71,0.01,0.46,0.05,0
3324,0.12,22.45,0.23,4.2,0.05,3.7,0.17,0.79,0.34,0.21,0.001,0.08,1.13,1.34,0.009,53.73,4.78,0.03,0.1,0.01,1
20,0.68,18.99,0.001,0.04,0.006,4.57,0.2,1.18,1.0,0.92,0.92,0.086,9.46,1.41,0.007,21.79,3.05,0.03,0.13,0.08,1
5924,0.07,19.73,0.07,0.09,0.06,0.34,0.08,1.26,1.27,0.23,0.008,0.176,15.05,0.53,0.0,6.62,2.24,0.07,0.01,0.04,0
1009,0.27,16.66,0.7,2.03,0.12,6.55,0.49,0.82,1.24,0.0,0.0,0.109,5.71,1.79,0.01,55.59,0.08,0.03,0.31,0.01,0
1435,4.74,16.52,0.44,2.12,0.04,5.76,0.16,0.36,0.55,0.0,0.005,0.19,0.18,2.34,0.007,29.15,3.71,0.06,0.13,0.04,0
7857,0.02,4.97,0.05,0.36,0.02,0.07,0.06,0.09,0.47,0.0,0.0,0.175,13.07,1.13,0.005,8.42,4.45,0.07,0.01,0.07,0
261,2.9,3.98,0.01,2.8,0.003,6.47,0.08,0.85,1.16,0.36,0.005,0.067,15.29,1.89,0.01,54.05,6.47,0.09,0.48,0.01,0
6011,0.09,19.24,0.07,0.75,0.05,0.1,0.06,1.0,0.09,0.91,0.91,0.103,4.37,0.87,0.006,0.07,0.37,0.03,0.0,0.05,0
4608,0.09,13.51,0.01,0.38,0.09,0.07,0.08,0.03,1.1,0.0,0.5,0.194,4.53,0.32,0.0,0.01,0.63,0.05,0.03,0.02,0
5160,0.0,3.62,0.09,0.17,0.04,0.29,0.03,0.75,0.44,0.0,0.68,0.157,16.44,0.32,0.002,4.27,0.72,0.04,0.06,0.04,0
851,1.72,16.43,0.01,0.97,0.007,0.11,0.68,1.46,0.93,0.0,0.0,0.166,8.14,1.77,0.007,13.79,0.06,0.08,0.18,0.02,1
916,4.96,5.38,0.02,3.7,0.002,6.39,0.01,0.29,1.14,0.0,0.0,0.174,9.12,1.1,0.006,21.71,0.22,0.04,0.06,0.09,1
1863,2.71,0.91,0.46,2.68,0.01,2.32,0.7,1.95,0.48,0.29,0.002,0.174,16.03,1.54,0.01,2.93,0.53,0.05,0.21,0.07,0
3619,0.01,17.48,1.03,4.35,0.13,0.33,0.72,0.08,1.32,0.99,0.99,0.001,3.13,1.46,0.003,7.41,3.03,0.08,0.39,0.03,0
5080,0.05,8.71,0.05,0.79,0.09,0.38,0.1,0.95,0.28,0.0,0.53,0.182,19.42,0.64,0.009,0.32,0.22,0.08,0.02,0.09,0
4849,0.08,2.04,0.04,0.29,0.08,0.04,0.02,0.01,0.93,0.0,0.82,0.175,17.17,0.86,0.003,10.77,3.33,0.01,0.09,0.02,0
1020,0.73,18.89,0.49,0.84,0.08,5.32,0.2,1.18,1.0,0.0,0.0,0.086,10.07,1.99,0.007,14.77,3.05,0.03,0.13,0.08,0
7275,0.06,0.85,0.05,0.16,0.02,0.31,0.08,0.85,0.82,0.9,0.9,0.154,14.47,2.02,0.009,0.42,2.0,0.03,0.09,0.0,0
6074,0.03,7.54,0.04,1.5,0.02,0.06,0.09,1.28,0.32,0.53,0.53,0.175,0.8,1.09,0.007,0.29,2.43,0.01,0.06,0.02,0
2587,0.04,7.08,0.04,0.49,0.008,7.81,0.44,1.87,1.14,0.41,0.001,0.033,2.76,1.68,0.001,8.02,3.54,0.08,0.17,0.05,0
7206,0.06,19.75,0.06,0.12,0.06,0.2,0.07,0.13,0.82,0.48,0.008,0.088,16.2,1.99,0.0,1.03,0.99,0.05,0.0,0.02,0
6840,0.1,29.71,0.1,0.01,0.06,0.19,0.08,1.34,0.69,0.77,0.77,0.11,0.52,1.23,0.003,6.54,0.73,0.06,0.08,0.04,0
2700,0.06,12.48,0.04,3.67,0.005,3.01,0.65,1.41,0.51,0.02,0.008,0.187,1.07,1.2,0.01,23.72,7.71,0.08,0.32,0.0,0
3797,0.05,28.45,1.0,2.7,0.08,4.7,0.77,0.05,0.4,0.59,0.59,0.178,5.46,1.31,0.004,25.22,4.83,0.02,0.1,0.02,1
256,1.72,7.87,0.02,0.23,0.004,6.76,0.28,0.36,0.45,0.79,0.79,0.198,7.1,1.36,0.008,12.99,1.1,0.0,0.33,0.06,1
5276,0.03,13.25,0.08,0.08,0.06,0.02,0.04,1.21,1.09,0.0,0.77,0.158,2.12,0.97,0.004,0.06,0.3,0.05,0.09,0.08,0
3888,0.04,2.38,1.02,1.35,0.01,2.03,0.71,0.04,0.54,0.11,0.005,0.019,15.77,2.26,0.007,49.41,0.6,0.09,0.13,0.03,0
3679,0.08,18.57,0.12,2.41,0.12,2.98,0.15,0.09,0.96,0.31,0.009,0.001,8.49,1.69,0.006,33.83,6.83,0.07,0.04,0.07,0
4209,0.05,28.21,0.09,0.73,0.0,0.03,0.1,0.02,1.16,0.0,0.98,0.191,10.96,0.77,0.007,8.36,0.28,0.03,0.05,0.07,0
397,1.99,7.55,0.04,1.53,0.001,1.68,0.35,0.04,1.3,0.03,0.007,0.11,1.08,1.09,0.008,44.54,3.11,0.07,0.13,0.04,1
4483,0.1,17.35,0.0,0.97,0.02,0.3,0.03,0.03,0.7,0.07,0.008,0.122,18.06,0.88,0.002,0.18,3.32,0.05,0.02,0.05,0
5646,0.05,18.1,0.09,0.05,0.06,0.19,0.09,1.9,0.44,0.84,0.84,0.028,12.16,0.72,0.003,2.03,2.63,0.02,0.04,0.05,0
1239,0.98,20.18,0.24,3.63,0.09,5.56,0.88,1.89,1.05,0.0,0.83,0.184,1.8,1.54,0.001,44.83,0.9,0.07,0.04,0.07,0
5784,0.08,9.05,0.02,0.95,0.1,0.01,0.08,1.36,0.31,0.84,0.84,0.1,15.27,0.03,0.004,2.32,0.16,0.03,0.02,0.06,0
2619,0.02,17.58,0.03,3.59,0.006,0.08,0.72,0.72,1.32,0.99,0.99,0.087,2.5,1.44,0.003,31.84,3.03,0.08,0.39,0.03,0
3689,0.07,0.37,0.71,2.04,0.04,7.83,0.85,0.03,0.38,0.38,0.006,0.001,15.15,2.05,0.007,1.84,5.54,0.07,0.4,0.04,0
2546,0.14,7.63,0.04,2.2,0.004,7.22,0.24,1.05,0.05,0.49,0.005,0.1,9.92,1.48,0.007,48.15,1.9,0.06,0.28,0.05,0
3544,0.05,18.51,0.59,1.59,0.1,4.24,0.11,0.08,1.39,0.31,0.005,0.001,18.79,2.12,0.002,23.11,0.15,0.05,0.33,0.08,0
4504,0.08,2.39,0.02,0.4,0.08,0.02,0.05,0.09,1.26,0.0,0.87,0.097,0.43,0.95,0.006,0.87,0.66,0.07,0.02,0.08,0
6433,0.03,13.56,0.06,0.88,0.03,0.17,0.06,0.56,0.8,0.29,0.001,0.186,2.84,1.37,0.0,4.6,3.84,0.08,0.09,0.08,0
55,3.63,3.53,0.03,2.79,0.007,4.08,0.81,1.23,0.75,0.79,0.79,0.025,15.92,1.87,0.002,38.51,7.18,0.07,0.45,0.03,0
2874,0.14,18.71,0.01,0.1,0.001,5.83,0.7,1.32,0.95,0.61,0.61,0.16,11.75,1.27,0.002,28.19,0.15,0.05,0.38,0.04,0
6026,0.04,2.22,0.09,0.07,0.03,0.17,0.0,0.27,0.53,0.44,0.002,0.11,13.73,1.69,0.009,2.91,1.95,0.04,0.0,0.0,0
6112,0.1,1.71,0.07,1.81,0.07,0.0,0.04,0.94,0.26,0.28,0.009,0.023,10.78,1.37,0.003,1.23,3.6,0.06,0.08,0.04,0
5732,0.02,10.89,0.01,0.63,0.07,0.03,0.06,0.4,0.27,0.42,0.008,0.062,4.94,0.12,0.009,0.84,5.02,0.06,0.04,0.09,0
3902,0.02,4.51,0.4,1.12,0.03,7.82,0.62,0.05,1.31,0.13,0.009,0.068,13.92,1.47,0.0,47.56,7.18,0.08,0.2,0.03,0
994,3.83,15.44,0.04,1.65,0.001,6.64,0.71,1.47,0.15,0.0,0.0,0.085,18.95,1.92,0.001,33.07,3.55,0.05,0.18,0.07,0
